# Localization Prediction using LocTree3
# Domain: bact
#
# NOTATION Protein Id: Fasta sequences Id truncated by whitespace
# NOTATION Score: Reliability score on a 0-100 scale (0=unreliable & 100=most reliable)
# NOTATION Localization: Predicted sub-cellular localization class
# NOTATION Gene Ontology Terms: Gene Ontology (GO) term/s of the corresponding localization. GO terms predicted by PSI-BLAST are supported by evidence codes (see http://www.geneontology.org/GO.evidence.shtml)
#
# PSI-BLAST annotation based on Swiss-Prot release 2013_11.
# Protein Id	Score	Localization	Gene Ontology Terms
sp|Q5ZU80|FETP_LEGPH	66	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ18|Q5ZZ18_LEGPH	35	secreted	extracellular region GO:0005576;
tr|Q5ZSS5|Q5ZSS5_LEGPH	83	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUD1|Q5ZUD1_LEGPH	41	secreted	extracellular region GO:0005576;
tr|Q5ZSR3|Q5ZSR3_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYY2|Q5ZYY2_LEGPH	68	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW47|Q5ZW47_LEGPH	36	cytoplasm	cytoplasm GO:0005737
tr|Q5ZT14|Q5ZT14_LEGPH	65	secreted	extracellular region GO:0005576;
tr|Q5ZW68|Q5ZW68_LEGPH	71	secreted	extracellular region GO:0005576;
tr|Q5ZY39|Q5ZY39_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXM6|Q5ZXM6_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZV17|Q5ZV17_LEGPH	73	secreted	extracellular region GO:0005576;
tr|Q5ZZA4|Q5ZZA4_LEGPH	94	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYJ6|Q5ZYJ6_LEGPH	54	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTK1|Q5ZTK1_LEGPH	59	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTQ0|Q5ZTQ0_LEGPH	51	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV54|Q5ZV54_LEGPH	99	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTE6|Q5ZTE6_LEGPH	90	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSF7|Q5ZSF7_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWA2|Q5ZWA2_LEGPH	68	secreted	extracellular region GO:0005576;
tr|Q5ZW59|Q5ZW59_LEGPH	99	cytoplasm	cytoplasm GO:0005737
sp|Q5ZZB7|RPIA_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVS2|Q5ZVS2_LEGPH	51	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVB4|Q5ZVB4_LEGPH	50	secreted	extracellular region GO:0005576;
sp|Q5ZX99|TRPC_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRZ2|Q5ZRZ2_LEGPH	65	secreted	extracellular region GO:0005576;
tr|Q5ZYI3|Q5ZYI3_LEGPH	34	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZSC8|Q5ZSC8_LEGPH	37	secreted	extracellular region GO:0005576;
tr|Q5ZT98|Q5ZT98_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUS6|Q5ZUS6_LEGPH	67	secreted	extracellular region GO:0005576;
tr|Q5ZY89|Q5ZY89_LEGPH	47	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSF9|Q5ZSF9_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSZ8|Q5ZSZ8_LEGPH	93	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVA1|Q5ZVA1_LEGPH	93	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ96|Q5ZZ96_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSX1|Q5ZSX1_LEGPH	57	secreted	extracellular region GO:0005576;
tr|Q5ZS41|Q5ZS41_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS82|Q5ZS82_LEGPH	49	secreted	extracellular region GO:0005576;
tr|Q5ZTA8|Q5ZTA8_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXF2|Q5ZXF2_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV14|Q5ZV14_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYJ7|Q5ZYJ7_LEGPH	34	secreted	extracellular region GO:0005576;
tr|Q5ZRK7|Q5ZRK7_LEGPH	41	secreted	extracellular region GO:0005576;
tr|Q5ZXV9|Q5ZXV9_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZXK9|Q5ZXK9_LEGPH	87	secreted	extracellular region GO:0005576;
tr|Q5ZXG8|Q5ZXG8_LEGPH	57	secreted	extracellular region GO:0005576;
tr|Q5ZYH9|Q5ZYH9_LEGPH	42	secreted	extracellular region GO:0005576;
tr|Q5ZUK1|Q5ZUK1_LEGPH	92	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWL8|Q5ZWL8_LEGPH	41	secreted	extracellular region GO:0005576;
tr|Q5ZXT9|Q5ZXT9_LEGPH	86	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZH5|Q5ZZH5_LEGPH	69	secreted	extracellular region GO:0005576;
tr|Q5ZYV6|Q5ZYV6_LEGPH	94	periplasm	periplasmic space GO:0042597;
tr|Q5ZRA3|Q5ZRA3_LEGPH	100	cytoplasm	cytoplasm GO:0005737
sp|Q5ZYH3|RS16_LEGPH	83	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYU3|Q5ZYU3_LEGPH	94	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW17|Q5ZW17_LEGPH	39	secreted	extracellular region GO:0005576;
tr|Q5ZTJ2|Q5ZTJ2_LEGPH	82	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU62|Q5ZU62_LEGPH	51	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU48|Q5ZU48_LEGPH	60	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU21|Q5ZU21_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUQ2|Q5ZUQ2_LEGPH	28	secreted	extracellular region GO:0005576;
tr|Q5ZW78|Q5ZW78_LEGPH	64	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTJ6|Q5ZTJ6_LEGPH	41	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTG1|Q5ZTG1_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZF7|Q5ZZF7_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUA6|Q5ZUA6_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRR2|Q5ZRR2_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSS4|Q5ZSS4_LEGPH	51	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUK6|Q5ZUK6_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVB1|Q5ZVB1_LEGPH	75	periplasm	periplasmic space GO:0042597;
tr|Q5ZUR7|Q5ZUR7_LEGPH	91	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZSN2|Q5ZSN2_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS52|Q5ZS52_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUQ1|Q5ZUQ1_LEGPH	51	secreted	extracellular region GO:0005576;
tr|Q5ZXK0|Q5ZXK0_LEGPH	97	outer membrane	cell outer membrane GO:0009279; integral to membrane GO:0016021;
tr|Q5ZT69|Q5ZT69_LEGPH	62	secreted	extracellular region GO:0005576;
sp|Q5ZV49|RS18_LEGPH	54	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ02|Q5ZZ02_LEGPH	32	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXG0|Q5ZXG0_LEGPH	88	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS45|Q5ZS45_LEGPH	71	periplasm	periplasmic space GO:0042597;
tr|Q5ZXZ0|Q5ZXZ0_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY24|Q5ZY24_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY35|Q5ZY35_LEGPH	52	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZYK1|Q5ZYK1_LEGPH	94	cytoplasm	cytoplasm GO:0005737
tr|Q5ZT94|Q5ZT94_LEGPH	80	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZXZ1|Q5ZXZ1_LEGPH	66	secreted	extracellular region GO:0005576;
tr|Q5ZT04|Q5ZT04_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVD6|Q5ZVD6_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXY9|Q5ZXY9_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV62|Q5ZV62_LEGPH	33	secreted	extracellular region GO:0005576;
tr|Q5ZSK8|Q5ZSK8_LEGPH	54	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWC3|Q5ZWC3_LEGPH	90	outer membrane	cell outer membrane GO:0009279; integral to membrane GO:0016021;
tr|Q5ZXB2|Q5ZXB2_LEGPH	91	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV18|Q5ZV18_LEGPH	21	secreted	extracellular region GO:0005576;
tr|Q5ZTP3|Q5ZTP3_LEGPH	49	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV38|Q5ZV38_LEGPH	94	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW74|Q5ZW74_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ16|Q5ZZ16_LEGPH	38	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSS6|Q5ZSS6_LEGPH	80	cytoplasm	cytoplasm GO:0005737
sp|Q5ZYL7|RL17_LEGPH	62	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSV2|Q5ZSV2_LEGPH	76	secreted	extracellular region GO:0005576;
tr|Q5ZUQ3|Q5ZUQ3_LEGPH	45	secreted	extracellular region GO:0005576;
tr|Q5ZRH4|Q5ZRH4_LEGPH	31	secreted	extracellular region GO:0005576;
tr|Q5ZX13|Q5ZX13_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZW70|Q5ZW70_LEGPH	64	secreted	extracellular region GO:0005576;
tr|Q5ZZE0|Q5ZZE0_LEGPH	49	secreted	extracellular region GO:0005576;
tr|Q5ZVL2|Q5ZVL2_LEGPH	70	fimbrium	pilus GO:0009289;
tr|Q5ZYA0|Q5ZYA0_LEGPH	99	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZU19|Q5ZU19_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZVX7|Q5ZVX7_LEGPH	79	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZY36|Q5ZY36_LEGPH	39	secreted	extracellular region GO:0005576;
tr|Q5ZWT9|Q5ZWT9_LEGPH	89	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZSH3|Q5ZSH3_LEGPH	82	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXY2|Q5ZXY2_LEGPH	93	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWC6|Q5ZWC6_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWE0|Q5ZWE0_LEGPH	63	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYE3|Q5ZYE3_LEGPH	93	periplasm	periplasmic space GO:0042597;
tr|Q5ZZ60|Q5ZZ60_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRW0|Q5ZRW0_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZX11|Q5ZX11_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYV3|Q5ZYV3_LEGPH	53	secreted	extracellular region GO:0005576;
sp|Q5ZXT1|RL31_LEGPH	34	secreted	extracellular region GO:0005576;
tr|Q5ZZB2|Q5ZZB2_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVG3|Q5ZVG3_LEGPH	99	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTJ4|Q5ZTJ4_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSY6|Q5ZSY6_LEGPH	67	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUV7|Q5ZUV7_LEGPH	50	secreted	extracellular region GO:0005576;
tr|Q5ZVV1|Q5ZVV1_LEGPH	72	secreted	extracellular region GO:0005576;
tr|Q5ZUK5|Q5ZUK5_LEGPH	69	secreted	extracellular region GO:0005576;
tr|Q5ZXR2|Q5ZXR2_LEGPH	89	periplasm	periplasmic space GO:0042597;
tr|Q5ZTJ5|Q5ZTJ5_LEGPH	63	secreted	extracellular region GO:0005576;
tr|Q5ZZF3|Q5ZZF3_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW21|Q5ZW21_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW38|Q5ZW38_LEGPH	61	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZYB2|Q5ZYB2_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRZ6|Q5ZRZ6_LEGPH	43	secreted	extracellular region GO:0005576;
tr|Q5ZZ92|Q5ZZ92_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWU3|Q5ZWU3_LEGPH	30	secreted	extracellular region GO:0005576;
tr|Q5ZXX5|Q5ZXX5_LEGPH	94	cytoplasm	cytoplasm GO:0005737
tr|Q5ZST0|Q5ZST0_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZUC9|Q5ZUC9_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWP9|Q5ZWP9_LEGPH	30	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZSJ3|Q5ZSJ3_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWJ3|Q5ZWJ3_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXP7|Q5ZXP7_LEGPH	78	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRD1|Q5ZRD1_LEGPH	66	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSR7|Q5ZSR7_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZV61|Q5ZV61_LEGPH	92	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVL6|Q5ZVL6_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVU7|Q5ZVU7_LEGPH	97	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZRR0|Q5ZRR0_LEGPH	83	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSL2|Q5ZSL2_LEGPH	55	secreted	extracellular region GO:0005576;
tr|Q5ZUG9|Q5ZUG9_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSK3|Q5ZSK3_LEGPH	94	periplasm	periplasmic space GO:0042597;
tr|Q5ZXA2|Q5ZXA2_LEGPH	41	secreted	extracellular region GO:0005576;
tr|Q5ZUU5|Q5ZUU5_LEGPH	75	secreted	extracellular region GO:0005576;
tr|Q5ZYG2|Q5ZYG2_LEGPH	97	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZSU5|Q5ZSU5_LEGPH	72	cytoplasm	cytoplasm GO:0005737
sp|Q5ZX72|CCME_LEGPH	97	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZUK0|Q5ZUK0_LEGPH	34	cytoplasm	cytoplasm GO:0005737
tr|Q5ZT76|Q5ZT76_LEGPH	87	cytoplasm	cytoplasm GO:0005737
sp|Q5ZYA8|AROQ_LEGPH	70	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVL7|Q5ZVL7_LEGPH	86	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYY4|Q5ZYY4_LEGPH	47	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSE0|Q5ZSE0_LEGPH	82	secreted	extracellular region GO:0005576;
tr|Q5ZUX5|Q5ZUX5_LEGPH	72	secreted	extracellular region GO:0005576;
tr|Q5ZZ19|Q5ZZ19_LEGPH	58	cytoplasm	cytoplasm GO:0005737
tr|Q5ZX07|Q5ZX07_LEGPH	79	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW67|Q5ZW67_LEGPH	62	secreted	extracellular region GO:0005576;
tr|Q5ZSQ7|Q5ZSQ7_LEGPH	56	cytoplasm	cytoplasm GO:0005737
tr|Q5ZT31|Q5ZT31_LEGPH	58	cytoplasm	cytoplasm GO:0005737
sp|Q5ZXB5|CLPS_LEGPH	83	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRY1|Q5ZRY1_LEGPH	90	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY53|Q5ZY53_LEGPH	39	secreted	extracellular region GO:0005576;
tr|Q5ZW36|Q5ZW36_LEGPH	75	secreted	extracellular region GO:0005576;
tr|Q5ZTW0|Q5ZTW0_LEGPH	57	secreted	extracellular region GO:0005576;
tr|Q5ZTU5|Q5ZTU5_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ04|Q5ZZ04_LEGPH	71	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWK1|Q5ZWK1_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTM5|Q5ZTM5_LEGPH	77	periplasm	periplasmic space GO:0042597;
tr|Q5ZTC0|Q5ZTC0_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUX9|Q5ZUX9_LEGPH	80	secreted	extracellular region GO:0005576;
tr|Q5ZWK4|Q5ZWK4_LEGPH	41	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW27|Q5ZW27_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRE4|Q5ZRE4_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWL2|Q5ZWL2_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVZ0|Q5ZVZ0_LEGPH	41	secreted	extracellular region GO:0005576;
tr|Q5ZS59|Q5ZS59_LEGPH	55	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSD5|Q5ZSD5_LEGPH	57	cytoplasm	cytoplasm GO:0005737
sp|Q5ZRC3|Y2959_LEGPH	96	outer membrane	cell outer membrane GO:0009279; integral to membrane GO:0016021;
tr|Q5ZSS0|Q5ZSS0_LEGPH	53	cytoplasm	cytoplasm GO:0005737
sp|Q5ZRA0|ATPG_LEGPH	79	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSJ5|Q5ZSJ5_LEGPH	92	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSR2|Q5ZSR2_LEGPH	56	cytoplasm	cytoplasm GO:0005737
tr|Q5ZX52|Q5ZX52_LEGPH	48	outer membrane	cell outer membrane GO:0009279; integral to membrane GO:0016021;
tr|Q5ZUK7|Q5ZUK7_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSH2|Q5ZSH2_LEGPH	36	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZY57|Q5ZY57_LEGPH	82	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ71|Q5ZZ71_LEGPH	97	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZR88|Q5ZR88_LEGPH	80	periplasm	periplasmic space GO:0042597;
tr|Q5ZSM0|Q5ZSM0_LEGPH	29	secreted	extracellular region GO:0005576;
tr|Q5ZRG2|Q5ZRG2_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRF7|Q5ZRF7_LEGPH	30	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWV9|Q5ZWV9_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU60|Q5ZU60_LEGPH	63	secreted	extracellular region GO:0005576;
tr|Q5ZXQ8|Q5ZXQ8_LEGPH	85	periplasm	periplasmic space GO:0042597;
tr|Q5ZUB6|Q5ZUB6_LEGPH	96	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
sp|P37032|ACON_LEGPH	42	secreted	extracellular region GO:0005576;
tr|Q5ZRA7|Q5ZRA7_LEGPH	82	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRG5|Q5ZRG5_LEGPH	93	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY13|Q5ZY13_LEGPH	77	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWQ1|Q5ZWQ1_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWJ0|Q5ZWJ0_LEGPH	36	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS35|Q5ZS35_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTG7|Q5ZTG7_LEGPH	96	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTG5|Q5ZTG5_LEGPH	28	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU34|Q5ZU34_LEGPH	87	outer membrane	cell outer membrane GO:0009279; integral to membrane GO:0016021;
tr|Q5ZSK9|Q5ZSK9_LEGPH	84	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTB8|Q5ZTB8_LEGPH	51	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZW97|Q5ZW97_LEGPH	80	outer membrane	cell outer membrane GO:0009279; integral to membrane GO:0016021;
tr|Q5ZXE8|Q5ZXE8_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZF2|Q5ZZF2_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZY48|Q5ZY48_LEGPH	40	secreted	extracellular region GO:0005576;
tr|Q5ZX25|Q5ZX25_LEGPH	45	periplasm	periplasmic space GO:0042597;
tr|Q5ZYG7|Q5ZYG7_LEGPH	63	secreted	extracellular region GO:0005576;
tr|Q5ZZ29|Q5ZZ29_LEGPH	71	secreted	extracellular region GO:0005576;
tr|Q5ZSH9|Q5ZSH9_LEGPH	85	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTB3|Q5ZTB3_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY92|Q5ZY92_LEGPH	79	secreted	extracellular region GO:0005576;
tr|Q5ZVJ1|Q5ZVJ1_LEGPH	30	secreted	extracellular region GO:0005576;
tr|Q5ZZ13|Q5ZZ13_LEGPH	57	secreted	extracellular region GO:0005576;
tr|Q5ZRZ9|Q5ZRZ9_LEGPH	68	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUY6|Q5ZUY6_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ09|Q5ZZ09_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZW13|Q5ZW13_LEGPH	99	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZRZ0|Q5ZRZ0_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS03|Q5ZS03_LEGPH	78	cytoplasm	cytoplasm GO:0005737
tr|Q5ZX64|Q5ZX64_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZH9|Q5ZZH9_LEGPH	49	secreted	extracellular region GO:0005576;
tr|Q5ZTT5|Q5ZTT5_LEGPH	92	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZC9|Q5ZZC9_LEGPH	50	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSZ2|Q5ZSZ2_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV80|Q5ZV80_LEGPH	81	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSG7|Q5ZSG7_LEGPH	68	secreted	extracellular region GO:0005576;
tr|Q5ZX94|Q5ZX94_LEGPH	99	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
sp|Q5ZZ14|Y197_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYS6|Q5ZYS6_LEGPH	59	secreted	extracellular region GO:0005576;
tr|Q5ZSI8|Q5ZSI8_LEGPH	50	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU25|Q5ZU25_LEGPH	83	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS19|Q5ZS19_LEGPH	80	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZG7|Q5ZZG7_LEGPH	99	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZVC0|Q5ZVC0_LEGPH	94	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUN2|Q5ZUN2_LEGPH	54	secreted	extracellular region GO:0005576;
tr|Q5ZSC3|Q5ZSC3_LEGPH	30	secreted	extracellular region GO:0005576;
tr|Q5ZZ53|Q5ZZ53_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSG3|Q5ZSG3_LEGPH	60	secreted	extracellular region GO:0005576;
tr|Q5ZRQ3|Q5ZRQ3_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYR9|Q5ZYR9_LEGPH	33	secreted	extracellular region GO:0005576;
tr|Q5ZXB0|Q5ZXB0_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTK6|Q5ZTK6_LEGPH	72	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWV4|Q5ZWV4_LEGPH	89	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZH4|Q5ZZH4_LEGPH	78	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZZJ2|Q5ZZJ2_LEGPH	92	periplasm	periplasmic space GO:0042597;
tr|Q5ZWU7|Q5ZWU7_LEGPH	80	secreted	extracellular region GO:0005576;
tr|Q5ZXT7|Q5ZXT7_LEGPH	98	fimbrium	pilus GO:0009289;
tr|Q5ZUU8|Q5ZUU8_LEGPH	44	secreted	extracellular region GO:0005576;
tr|Q5ZYH1|Q5ZYH1_LEGPH	67	secreted	extracellular region GO:0005576;
tr|Q5ZZE9|Q5ZZE9_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWH9|Q5ZWH9_LEGPH	62	secreted	extracellular region GO:0005576;
tr|Q5ZXV0|Q5ZXV0_LEGPH	82	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZSM6|Q5ZSM6_LEGPH	47	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYS2|Q5ZYS2_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSB3|Q5ZSB3_LEGPH	66	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXW7|Q5ZXW7_LEGPH	99	cytoplasm	cytoplasm GO:0005737
